10638.110,10631.070,10628.190,10621.786,10619.188,10611.001,10606.655,10607.089,10615.632,10618.086,10622.280,10628.353,10621.615,10623.064,10624.587,10629.597,10630.983,10630.988,10628.523,10632.868,10632.365,10627.842,10623.350,10624.812,10615.785,10619.339,10624.359,10627.163,10626.530,10615.244,10605.842,10599.613,10590.611,10606.057,10605.551,10602.355,10605.752,10604.999,10599.727,10593.105,10591.371,10589.490,10594.820,10600.017,10603.846,10600.282,10604.502,10593.265,10594.954,10595.485,10593.405,10594.986,10587.673,10603.987,10599.924,10593.478,10596.122,10595.870,10595.798,10595.743,10599.855,10602.082,10601.606,10599.941,10596.512,10590.278,10581.370,10577.910,10578.116,10581.547,10581.654,10581.531,10584.670,10589.162,10591.750,10597.647,10591.227,10594.299,10596.466,10601.911,10608.357,10606.871,10611.007,10604.174,10607.134,10601.492,10595.823,10591.983,10589.202,10587.826,10588.072,10585.104,10589.460,10592.680,10593.754,10586.740

10578.203,10573.419,10575.812,10578.518,10574.620,10571.834,10578.734,10570.069,10568.123,10558.300,10555.660,10558.000,10562.309,10562.075,10565.186,10564.893,10567.459,10564.963,10571.777,10571.914,10574.094,10576.061,10585.445,10590.903,10595.298,10599.022,10600.040,10598.643,10598.443,10593.454,10591.697,10600.056,10604.848,10601.687,10600.872,10604.415,10605.224,10616.640,10616.095,10613.441,10607.360,10613.963,10609.536,10608.309,10608.668,10605.569,10603.344,10595.629,10590.037,10593.991,10587.467,10596.759,10593.965,10599.475,10593.984,10593.668,10600.614,10602.563,10598.177,10613.256,10611.984,10610.243,10619.060,10614.997,10609.305,10600.509,10609.355,10607.821,10610.987,10613.153,10612.001,10604.509,10600.022,10598.820,10596.806,10599.492,10601.785,10593.296,10599.391,10601.063,10611.678,10609.786,10613.186,10616.197,10622.881,10636.813,10640.695,10637.778,10637.218,10636.383,10640.994,10635.212,10630.812,10633.830,10636.839,10634.908

10608.315,10607.277,10616.167,10619.425,10614.373,10609.166,10604.484,10601.993,10598.720,10601.924,10592.643,10589.257,10594.004,10595.421,10589.267,10593.833,10596.252,10592.936,10592.921,10590.875,10595.590,10594.954,10594.064,10595.217,10598.319,10605.637,10608.567,10617.674,10615.555,10622.740,10617.234,10626.415,10629.128,10640.320,10640.873,10641.531,10641.079,10636.062,10627.879,10618.375,10624.419,10627.993,10618.014,10620.506,10621.465,10618.193,10614.755,10606.205,10601.039,10601.329,10595.420,10599.180,10595.223,10599.921,10589.668,10589.889,10580.659,10571.292,10578.805,10582.356,10587.942,10588.747,10586.717,10582.208,10584.598,10576.300,10572.389,10565.818,10564.052,10562.365,10563.906,10569.833,10578.207,10579.772,10577.777,10579.507,10572.962,10577.822,10565.301,10561.582,10555.039,10550.084,10547.520,10555.131,10555.903,10558.278,10546.814,10553.559,10548.820,10558.001,10559.037,10557.556,10563.963,10561.558,10566.272,10574.881

10694.108,10690.400,10684.441,10689.490,10685.195,10687.493,10680.452,10690.194,10692.344,10697.278,10704.200,10702.904,10700.276,10692.643,10690.758,10694.364,10701.574,10691.183,10684.696,10685.295,10677.000,10670.409,10674.405,10672.864,10666.351,10665.890,10668.677,10672.960,10685.781,10686.375,10686.354,10676.364,10680.972,10678.089,10671.871,10670.435,10666.224,10662.313,10669.613,10663.213,10664.787,10662.057,10662.065,10659.113,10662.553,10659.060,10661.072,10669.874,10662.853,10649.505,10644.838,10642.596,10651.544,10651.806,10656.373,10652.926,10650.662,10645.508,10638.420,10635.625,10634.513,10632.305,10633.319,10633.914,10627.179,10631.064,10636.536,10637.463,10633.091,10638.320,10629.052,10621.857,10625.700,10614.119,10618.596,10619.247,10615.334,10608.303,10615.139,10617.639,10625.922,10620.917,10621.399,10616.384,10621.660,10621.262,10622.166,10619.307,10614.400,10612.311,10611.959,10612.127,10606.979,10599.329,10604.774,10606.364

10614.867,10611.875,10612.005,10605.755,10595.853,10600.612,10600.602,10602.418,10598.101,10595.486,10603.031,10609.424,10606.426,10616.256,10609.632,10600.477,10600.067,10601.828,10603.966,10606.759,10618.866,10619.734,10626.042,10627.533,10633.422,10633.832,10625.121,10634.809,10633.662,10632.683,10632.458,10631.861,10624.876,10632.989,10632.041,10627.510,10624.803,10623.653,10619.332,10622.601,10627.798,10624.137,10628.811,10633.635,10635.110,10642.618,10650.187,10657.497,10655.214,10654.497,10651.969,10641.713,10644.627,10635.792,10640.804,10639.231,10632.985,10640.214,10640.628,10646.812,10663.302,10666.264,10660.046,10665.816,10672.363,10669.774,10666.329,10674.487,10667.891,10666.765,10668.909,10660.057,10655.658,10649.315,10642.927,10639.620,10644.049,10647.982,10659.350,10653.619,10657.827,10660.041,10671.773,10673.347,10674.349,10673.256,10681.512,10685.474,10686.857,10688.388,10693.003,10687.538,10680.326,10691.505,10693.327,10702.350

10593.596,10594.257,10595.765,10588.551,10589.434,10586.341,10588.189,10585.721,10585.984,10587.937,10591.816,10590.483,10601.647,10593.107,10588.807,10577.524,10573.649,10575.040,10577.352,10574.810,10572.860,10581.757,10578.672,10581.280,10578.834,10578.288,10569.584,10569.413,10572.973,10579.459,10584.703,10592.871,10602.804,10610.153,10607.790,10603.429,10596.729,10596.623,10595.427,10591.061,10590.518,10597.212,10596.508,10607.344,10610.838,10612.578,10610.947,10607.619,10614.286,10609.418,10601.318,10597.111,10608.248,10601.704,10598.948,10600.329,10608.762,10607.361,10599.137,10603.958,10600.420,10595.090,10609.145,10607.148,10607.399,10602.551,10611.008,10612.484,10612.189,10607.438,10597.687,10592.352,10586.494,10594.564,10595.303,10600.077,10597.469,10592.080,10595.038,10583.813,10589.254,10590.387,10590.328,10585.057,10579.768,10589.183,10591.577,10601.467,10601.560,10604.738,10615.525,10617.529,10623.206,10625.245,10624.953,10619.913

10501.763,10506.612,10500.382,10496.490,10493.771,10499.378,10503.527,10517.019,10519.010,10529.046,10542.463,10554.579,10558.736,10556.028,10550.020,10551.250,10539.998,10548.599,10554.062,10552.136,10556.095,10547.072,10554.960,10554.646,10549.223,10545.401,10526.424,10532.969,10548.490,10539.188,10538.729,10542.002,10543.768,10536.468,10544.156,10550.765,10545.118,10546.170,10549.862,10536.013,10534.929,10539.831,10542.800,10544.273,10547.787,10537.797,10533.741,10538.191,10532.233,10535.232,10545.920,10545.161,10550.731,10548.354,10556.397,10558.617,10558.722,10553.864,10563.488,10565.840,10555.678,10558.793,10557.812,10549.212,10559.288,10567.154,10563.898,10568.253,10572.848,10571.006,10569.023,10573.832,10586.780,10587.583,10575.884,10572.018,10571.062,10576.492,10570.273,10566.825,10564.112,10556.816,10562.129,10571.324,10564.179,10577.870,10575.005,10572.036,10570.204,10571.925,10571.258,10571.376,10572.811,10570.954,10580.298,10594.101

10591.622,10583.225,10578.803,10578.617,10582.628,10587.010,10592.372,10588.344,10586.515,10587.392,10573.703,10579.147,10575.988,10572.356,10575.924,10563.863,10562.032,10565.261,10563.261,10555.597,10559.415,10566.837,10565.368,10565.504,10563.594,10558.224,10560.436,10557.705,10553.530,10550.309,10549.079,10546.628,10537.107,10534.207,10530.167,10536.537,10537.416,10529.636,10528.720,10532.110,10537.870,10534.797,10542.781,10545.275,10550.987,10557.899,10558.827,10558.444,10556.300,10560.359,10563.788,10563.940,10567.099,10558.553,10555.345,10555.029,10549.739,10546.780,10548.147,10552.320,10550.714,10542.093,10536.340,10530.784,10529.482,10531.306,10526.487,10528.333,10525.998,10527.314,10530.636,10523.627,10515.162,10515.065,10509.535,10502.097,10507.515,10508.979,10513.955,10514.019,10518.483,10518.489,10516.997,10520.389,10527.254,10522.860,10516.948,10526.081,10522.082,10513.530,10512.025,10508.996,10520.297,10517.793,10517.759,10504.961

10568.742,10569.440,10564.865,10572.986,10572.703,10584.211,10588.059,10576.571,10575.116,10584.150,10583.328,10584.289,10581.685,10587.442,10579.952,10575.152,10577.304,10572.402,10581.347,10585.241,10591.899,10593.252,10583.915,10585.148,10593.718,10587.596,10584.628,10584.859,10577.123,10572.213,10582.266,10591.278,10590.257,10589.270,10587.472,10588.513,10593.284,10600.058,10602.771,10593.024,10596.461,10593.491,10599.055,10595.391,10588.184,10579.226,10566.210,10568.705,10572.185,10579.957,10586.029,10583.648,10593.060,10590.435,10598.777,10593.924,10596.744,10598.192,10598.572,10606.525,10608.763,10607.978,10604.762,10606.467,10603.661,10608.314,10611.697,10610.255,10610.221,10614.743,10617.033,10618.688,10623.590,10624.610,10621.548,10618.856,10613.937,10610.960,10608.657,10603.263,10608.727,10603.170,10605.049,10604.794,10597.105,10591.563,10585.544,10591.461,10594.585,10595.226,10592.813,10597.996,10598.054,10593.300,10586.621,10588.630

10620.755,10622.054,10639.314,10636.590,10643.980,10638.718,10637.551,10635.186,10635.562,10641.651,10640.760,10632.796,10627.198,10632.953,10627.322,10615.839,10604.434,10598.663,10602.987,10602.869,10603.344,10600.295,10602.581,10613.744,10617.739,10625.468,10620.659,10625.688,10621.928,10619.646,10619.952,10620.984,10614.209,10608.629,10605.998,10603.782,10605.595,10605.818,10601.258,10611.027,10616.366,10619.210,10628.483,10623.812,10615.386,10625.399,10625.685,10609.770,10603.531,10606.217,10610.305,10611.498,10605.089,10604.811,10608.067,10601.496,10594.180,10593.447,10594.683,10604.370,10597.294,10596.442,10590.801,10597.834,10603.059,10609.604,10611.697,10605.024,10598.678,10602.280,10602.960,10600.348,10595.722,10587.283,10583.089,10582.040,10580.713,10583.031,10585.672,10579.296,10586.668,10577.933,10580.195,10582.191,10580.774,10581.910,10578.180,10571.807,10572.131,10574.323,10568.630,10561.856,10563.276,10565.573,10560.798,10569.737

10598.334,10603.244,10589.715,10588.837,10587.588,10599.107,10607.752,10606.606,10603.128,10615.120,10614.654,10615.095,10629.038,10614.908,10609.484,10608.115,10608.259,10607.250,10609.819,10596.410,10598.480,10593.215,10585.236,10585.238,10586.021,10592.206,10583.161,10582.048,10581.416,10592.801,10598.437,10595.756,10596.630,10597.860,10600.433,10596.058,10589.015,10593.482,10594.517,10599.333,10597.754,10604.225,10608.358,10613.450,10613.277,10610.283,10608.728,10610.678,10616.223,10610.396,10620.584,10612.346,10608.475,10617.272,10619.224,10615.658,10604.184,10596.830,10590.384,10598.306,10606.450,10606.430,10603.795,10603.833,10608.434,10614.797,10620.233,10617.409,10617.162,10611.080,10617.208,10608.193,10597.598,10607.267,10612.176,10605.237,10612.058,10612.422,10622.201,10624.540,10621.518,10618.551,10617.912,10617.095,10622.958,10609.445,10606.875,10608.710,10608.798,10617.478,10615.324,10615.190,10623.875,10620.363,10616.006,10609.962

10499.720,10508.492,10508.174,10506.438,10509.455,10512.530,10511.393,10507.888,10508.264,10511.231,10506.816,10517.891,10521.399,10518.755,10521.780,10528.149,10530.780,10530.302,10534.319,10535.304,10540.106,10532.517,10533.059,10521.754,10521.744,10523.334,10523.308,10515.617,10521.588,10521.506,10525.826,10526.231,10536.711,10537.618,10536.931,10539.898,10543.321,10548.512,10543.227,10541.405,10549.497,10546.830,10557.301,10547.632,10550.952,10552.751,10546.412,10549.189,10556.383,10554.795,10569.184,10567.898,10567.808,10570.690,10570.744,10569.633,10567.590,10569.582,10555.994,10553.817,10543.242,10547.051,10547.632,10543.715,10558.546,10566.628,10566.598,10566.855,10562.967,10562.622,10559.375,10558.504,10552.679,10564.257,10565.035,10571.332,10577.486,10570.228,10574.093,10577.801,10581.011,10569.923,10576.055,10577.431,10576.970,10576.179,10579.064,10582.062,10578.241,10573.308,10575.633,10586.495,10592.294,10595.080,10594.812,10589.737

10631.621,10632.767,10624.901,10620.259,10624.010,10614.117,10620.529,10618.635,10624.607,10628.291,10629.032,10626.403,10622.839,10627.071,10627.867,10628.985,10626.356,10619.782,10618.698,10620.678,10615.314,10609.873,10611.039,10612.592,10609.721,10605.184,10603.611,10599.059,10588.860,10581.421,10589.607,10579.758,10589.468,10584.761,10578.106,10585.479,10587.768,10593.248,10599.687,10592.636,10591.947,10591.404,10592.353,10581.072,10573.925,10563.442,10562.883,10548.123,10545.304,10549.067,10544.146,10548.886,10550.151,10543.756,10541.752,10532.689,10530.784,10521.189,10523.195,10521.266,10514.677,10523.490,10519.063,10524.554,10529.253,10524.406,10521.411,10523.625,10528.001,10528.093,10526.207,10518.992,10509.331,10501.857,10501.791,10506.546,10503.043,10507.370,10502.596,10501.949,10501.895,10502.192,10497.980,10485.479,10489.103,10495.884,10500.190,10495.218,10495.077,10490.328,10492.890,10498.071,10505.694,10499.798,10496.364,10499.533

